playlist,name,artist,album
Electronic,Before I Move Off,Mount Kimbie,Crooks & Lovers
Electronic,Mayor,Mount Kimbie,Crooks & Lovers
Electronic,ACRYLICS,TNGHT,ACRYLICS
Electronic,Higher Ground,TNGHT,TNGHT EP
Electronic,Hadouken,Zeds Dead,Somewhere Else
Electronic,Endlessly,Haywyre,Two Fold Pt. 2
Electronic,"Yes, I Know",Daphni,Jiaolong
Electronic,Love Again (Feat. Ouici),Keys N Krates,Midnite Mass EP
Electronic,Along,Oneohtrix Point Never,R Plus Seven
Electronic,Zebra,Oneohtrix Point Never,R Plus Seven
Electronic,K3,Plaid,Heaven's Door
Electronic,Myopia,Plaid,Not For Threes
Electronic,Uland,Plaid,Trainer (Disc 2)
Electronic,No Lights Still Rock (Featuring Dimlite),Prefuse 73,Everything She Touched Turned Ampexian
Electronic,This City,Plaid,Tekkonkinkreet Original Soundtrack
Electronic,Dimmur,Ametsub,All is Silence
Electronic,Why Would We Need Brakes?,neat beats,Cosmic Surgery
Electronic,Tomato Smash,Shlohmo,Camping
Electronic,Sippy Cup,Shlohmo,Camping
Electronic,Femen,Crystal Castles,Amnesty (I)
Electronic-y Indie,I'm In Your Church at Night,Active Child,Curtis Lane
Electronic-y Indie,You Are All I See,Active Child,You Are All I See
Electronic-y Indie,High Priestess,Active Child,You Are All I See
Electronic-y Indie,Ancient Eye,Active Child,You Are All I See
Electronic-y Indie,June Evenings,Air France,No Way Down
Electronic-y Indie,Brother,Annuals,Be He Me
Electronic-y Indie,"Ida, My",Annuals,Be He Me
Electronic-y Indie,Walkabout (w/Noah Lennox),Atlas Sound,Logos
Electronic-y Indie,Rain Smell,Baths,Cerulean
Electronic-y Indie,My Machines (ft. Gary Numan),Battles,Gloss Drop
Electronic-y Indie,Lovers' Carvings,Bibio,Ambivalence Avenue
Electronic-y Indie,Until It Comes Again,The Black Ghosts,The Black Ghosts
Electronic-y Indie,& It Was U,How To Dress Well,Total Loss
Electronic-y Indie,Take a Walk,Passion Pit,Gossamer
Electronic-y Indie,Carried Away,Passion Pit,Gossamer
Electronic-y Indie,Mirrored Sea,Passion Pit,Gossamer
Electronic-y Indie,Pyramid,Four Tet,Pink
Electronic-y Indie,Vanessa,Grimes,Darkbloom
Electronic-y Indie,Transparency,d'Eon,Darkbloom
Electronic-y Indie,Tongues,d'Eon,Darkbloom
Electronic-y Indie,Oblivion,Grimes,Visions
Electronic-y Indie,Fineshrine,Purity Ring,Shrines
Electronic-y Indie,Ungirthed,Purity Ring,Shrines
Electronic-y Indie,Belispeak,Purity Ring,Shrines
Electronic-y Indie,Obedear,Purity Ring,Shrines
Electronic-y Indie,Never Matter,Toro Y Moi,Anything In Return
Electronic-y Indie,Skin,Grimes,Visions
Electronic-y Indie,Colour Of Moonlight (Antiochus) (feat. Doldrums),Grimes,Visions
Electronic-y Indie,Until We Bleed (With Lykke Li),Kleerup,Kleerup
Electronic-y Indie,Amok,Atoms For Peace,Amok
Electronic-y Indie,Default,Atoms For Peace,Amok
Electronic-y Indie,"Judge, Jury And Executioner",Atoms For Peace,Amok
Electronic-y Indie,Take a Fall For Me (feat. RZA),James Blake,Overgrown (Deluxe Edition)
Electronic-y Indie,Play by Play,Autre Ne Veut,Anxiety
Electronic-y Indie,Quitters Raga,Gold Panda,Companion
Electronic-y Indie,Back Home,Gold Panda,Companion
Electronic-y Indie,Mayuri,Gold Panda,Companion
Electronic-y Indie,Prelude,Bonobo,Black Sands
Electronic-y Indie,Kiara,Bonobo,Black Sands
Electronic-y Indie,Kong,Bonobo,Black Sands
Electronic-y Indie,We Could Forever,Bonobo,Black Sands
Electronic-y Indie,Stay The Same Featuring Andreya Triana,Bonobo,Black Sands
Electronic-y Indie,Black Sands,Bonobo,Black Sands
Electronic-y Indie,Terrapin,Bonobo,Animal Magic
Electronic-y Indie,First Fires (Ft. Grey Reverend),Bonobo,The North Borders
Electronic-y Indie,Know You,Bonobo,The North Borders
Electronic-y Indie,Between The Walls,Efterklang,Piramida
Electronic-y Indie,Hold On,SBTRKT,SBTRKT
Electronic-y Indie,Free Your Mind,Cut Copy,Free Your Mind
Electronic-y Indie,In Memory Capsule,Cut Copy,Free Your Mind
Electronic-y Indie,Walking In The Sky,Cut Copy,Free Your Mind
Electronic-y Indie,Mer du Japon,Air,Pocket Symphony
Electronic-y Indie,You & Me,Damon Albarn,Everyday Robots
Electronic-y Indie,Photographs (You Are Taking Now),Damon Albarn,Everyday Robots
Electronic-y Indie,Help Me Somebody,Brian Eno & David Byrne,My Life in the Bush of Ghosts
Electronic-y Indie,Le Soleil Est Pres De Moi,Air,Premiers Symptomes
Electronic-y Indie,Mike Mills,Air,Talkie Walkie
Electronic-y Indie,Alone In Kyoto,Air,Talkie Walkie
Electronic-y Indie,Playground Love,Air,The Virgin Suicides
Electronic-y Indie,Clouds Up,Air,The Virgin Suicides
Electronic-y Indie,Cemetary Party,Air,The Virgin Suicides
Electronic-y Indie,The World Hurricane,Air,The Virgin Suicides
Electronic-y Indie,High School Lovers,Air,The Virgin Suicides
Electronic-y Indie,The Vagabond,Air,"10,000 Hz Legend"
Electronic-y Indie,Radian,Air,"10,000 Hz Legend"
Electronic-y Indie,People In The City (Modjo Version),Air,Everybody Hertz
Electronic-y Indie,Sometimes,Miami Horror,Grand Theft Auto V - Radio Mirror Park
Electronic-y Indie,Before I Move Off,Mount Kimbie,Crooks & Lovers
Electronic-y Indie,Nieces Pieces (Boat Knife Version),Xiu Xiu,Fabulous Muscles
Electronic-y Indie,We Sink,CHVRCHES,The Bones of What You Believe (Special Edition)
Electronic-y Indie,Night Sky,CHVRCHES,The Bones of What You Believe (Special Edition)
Electronic-y Indie,Sea Castle,Purity Ring,Another Eternity
Electronic-y Indie,Science/Visions,CHVRCHES,The Bones of What You Believe (Special Edition)
Electronic-y Indie,The Mother We Share,CHVRCHES,The Bones of What You Believe (Special Edition)
Electronic-y Indie,Gun,CHVRCHES,The Bones of What You Believe (Special Edition)
Electronic-y Indie,Retrograde,James Blake,Overgrown (Deluxe Edition)
Electronic-y Indie,Huarache Lights,Hot Chip,"Hot Chip - Why Make Sense? [Deluxe Edition, Disc 1]"
Electronic-y Indie,Started Right,Hot Chip,"Hot Chip - Why Make Sense? [Deluxe Edition, Disc 1]"
Electronic-y Indie,Precious Love,How To Dress Well,"""What Is This Heart?"""
Electronic-y Indie,I Know There's Gonna Be (Good Times) [ft. Young Thug and Popcaan],Jamie xx,In Colour
Electronic-y Indie,Girl,Jamie xx,In Colour
Electronic-y Indie,Tenderoni,Chromeo,Fancy Footwork
Electronic-y Indie,Ache,FKA twigs,EP1
Electronic-y Indie,Two Weeks,FKA twigs,LP1 (Japan Edition)
Electronic-y Indie,Video Girl,FKA twigs,LP1 (Japan Edition)
Electronic-y Indie,Pendulum,FKA twigs,LP1 (Japan Edition)
Electronic-y Indie,Levitation,Beach House,Depression Cherry
Electronic-y Indie,Slow Montion,Panda Bear,Tomboy
Electronic-y Indie,Boys Latin,Panda Bear,Panda Bear Meets The Grim Reaper
Electronic-y Indie,Born On A Day The Sun Didn't Rise,Black Moth Super Rainbow,Eating Us
Electronic-y Indie,All Is Full of Love (Plaid remix),Björk,Parts in the Post
Experimental,Love Connection,Parenthetical Girls,(((GRRRLS)))
Experimental,Weaknesses,Parenthetical Girls,"Privilege, Pt. II: The Past, Imperfect"
Experimental,Entitlements,Parenthetical Girls,"Privilege, Pt. IV: Sympathy For Spastics"
Experimental,Stolen Children,Parenthetical Girls,Safe As Houses
Experimental,Don't Smoke in Bed,Xiu Xiu,Nina
Experimental,"I Do What I Want, When I Want",Xiu Xiu,Women as Lovers
Experimental,Forever Heavy,Black Moth Super Rainbow,Dandelion Gum
Experimental,Channel Pressure,Ford & Lopatin,Channel Pressure
Experimental,Zebra,Oneohtrix Point Never,R Plus Seven
Folk,Spiral Staircase,Ralph McTell,Spiral Staircase
Folk,Streets Of London,Ralph McTell,Spiral Staircase
Folk,Two-Headed Boy,Neutral Milk Hotel,In The Aeroplane Over The Sea
Folk,Luna,The Mountain Goats,Beat The Champ
Folk,The Ballad of Bull Ramos,The Mountain Goats,Beat The Champ
Folk,You Were Cool [Live],The Mountain Goats,Live At Carnegie Hall 15-01-13
Folk,Candy Shop,Andrew Bird's Bowl of Fire,Oh! The Grandeur
Folk,The Ghost Of Tom Joad,Bruce Springsteen,The Ghost Of Tom Joad
Folk,Youngstown,Bruce Springsteen,The Ghost Of Tom Joad
Folk,Atlantic City,Bruce Springsteen,Nebraska
Folk,Pray For Newtown,Sun Kil Moon,Benji
Folk,Jim Wise,Sun Kil Moon,Benji
Folk,The King Of Carrot Flowers Pt. One,Neutral Milk Hotel,In The Aeroplane Over The Sea
Folk,Oh Comely,Neutral Milk Hotel,In The Aeroplane Over The Sea
Folk Rock,Sugar Man,Rodriguez,Cold Fact
Folk Rock,Crucify Your Mind,Rodriguez,Cold Fact
Folk Rock,"This Is Not a Song, It's an Outburst: Or, The Establishment Blues",Rodriguez,Cold Fact
Folk Rock,Inner City Blues,Rodriguez,Cold Fact
Folk Rock,I Wonder,Rodriguez,Cold Fact
Folk Rock,Cause,Rodriguez,Coming from Reality
Folk Rock,Can't Get Away [*],Rodriguez,Coming from Reality
Folk Rock,Albert Goes West,Nick Cave and the Bad Seeds,Dig!!! Lazarus Dig!!!
Folk Rock,Who,David Byrne & St. Vincent,Love This Giant
Folk Rock,Maria's Bed,Bruce Springsteen,Devils & Dust
Folk Rock,Terry's Song,Bruce Springsteen,Magic
Folk Rock,In The Aeroplane Over The Sea,Neutral Milk Hotel,In The Aeroplane Over The Sea
Folk Rock,If It Takes a Lifetime,Jason Isbell,Something More Than Free
Folk Rock,24 Frames,Jason Isbell,Something More Than Free
Folk Rock,Something More Than Free,Jason Isbell,Something More Than Free
Folk Rock,Speed Trap Town,Jason Isbell,Something More Than Free
Folky Indie,I Met Up With A King,First Aid Kit,The Big Black & The Blue
Folky Indie,The Lion's Roar,First Aid Kit,The Lion's Roar
Folky Indie,The Once And Future Carpenter,The Avett Brothers,The Carpenter
Folky Indie,Live And Die,The Avett Brothers,The Carpenter
Folky Indie,Forks And Knives (La Fete),Beirut,The Flying Club Cup
Folky Indie,Mount Wroclai (Idle Days),Beirut,Gulag Orkestar
Folky Indie,A Candle's Fire,Beirut,The Rip Tide
Folky Indie,Try,Ben Sollee & Daniel Martin Moore,Dear Companion
Folky Indie,California Stars,Billy Bragg & Wilco,Mermaid Avenue
Folky Indie,We Are the Tide,Blind Pilot,We Are The Tide
Folky Indie,The Colored Night,Blind Pilot,We Are The Tide
Folky Indie,White Apple,Blind Pilot,We Are The Tide
Folky Indie,New York,Blind Pilot,We Are The Tide
Folky Indie,So Long,Horse Feathers,Cynic's New Year
Folky Indie,Blood On The Snow,Horse Feathers,Words Are Dead
Folky Indie,Evening's Kiss,Willis Earl Beal,Principles of a Protagonist
Folky Indie,Swing On Low,Willis Earl Beal,Principles of a Protagonist
Folky Indie,Until The Morning,Akron/Family,Sub Verses
Folky Indie,Sand Talk,Akron/Family,Sub Verses
Folky Indie,Impressions Of The Past,Megafaun,"Gather, Form & Fly"
Folky Indie,Worried Mind,Megafaun,"Gather, Form & Fly"
Folky Indie,Darkest Hour,Megafaun,"Gather, Form & Fly"
Folky Indie,The Longest Day,Megafaun,"Gather, Form & Fly"
Folky Indie,Spirograph,Andrew Bird,Hands of Glory
Folky Indie,Left Bank,Air,Pocket Symphony
Folky Indie,Railroad Bill,Andrew Bird,Hands of Glory
Folky Indie,One Of My Kind,Conor Oberst And The Mystic Valley Band,One Of My Kind
Folky Indie,The Singer Addresses His Audience,The Decemberists,"What a Terrible World, What a Beautiful World"
Folky Indie,Philomena,The Decemberists,"What a Terrible World, What a Beautiful World"
Folky Indie,Carolina Low,The Decemberists,"What a Terrible World, What a Beautiful World"
Folky Indie,Anti-Summersong,The Decemberists,"What a Terrible World, What a Beautiful World"
Folky Indie,12-17-12,The Decemberists,"What a Terrible World, What a Beautiful World"
Folky Indie,Halfway To Richmond,Iron & Wine,"Archive Series, Vol. No. 1"
Folky Indie,She Comes to Me in Dreams,Great Lake Swimmers,Lost Channels
Folky Indie,Stealing Tomorrow,Great Lake Swimmers,Lost Channels
Folky Indie,Open Book,José González,Vestiges & Claws
Folky Indie,Good,The Dodos,No Color
Folky Indie,Violently Wild,Horse Feathers,So It Is With Us
Folky Indie,Parkdale Blues,Great Lake Swimmers,New Wild Everywhere
Folky Indie,Eugene,Sufjan Stevens,Carrie & Lowell
Folky Indie,Sunshine in Chicago,Sun Kil Moon,Among The Leaves
Folky Indie,Sunshine in Chicago,Sun Kil Moon,Among The Leaves
Folky Indie,Elaine,Sun Kil Moon,Among The Leaves
Folky Indie,Among The Leaves,Sun Kil Moon,Among The Leaves
Folky Indie,Not Much Rhymes with Everything's Awesome at All Times,Sun Kil Moon,Among The Leaves
Folky Indie,Goodnight Lover,Songs: Ohia,Axxess & Ace
Folky Indie,Nancy From Now On,Father John Misty,Fear Fun
Folky Indie,Hollywood Forever Cemetery Sings,Father John Misty,Fear Fun
Folky Indie,I'm Writing a Novel,Father John Misty,Fear Fun
Folky Indie,"I Love You, Honeybear",Father John Misty,"I Love You, Honeybear"
Folky Indie,True Affection,Father John Misty,"I Love You, Honeybear"
Folky Indie,The Night Josh Tillman Came To Our Apt.,Father John Misty,"I Love You, Honeybear"
Folky Indie,Bored In The USA,Father John Misty,"I Love You, Honeybear"
Folky Indie,Only Son of the Ladiesman,Father John Misty,Fear Fun
Folky Indie,Pretty Pimpin,Kurt Vile,b'lieve i'm goin down...
Folky Indie,Holy Shit,Father John Misty,"I Love You, Honeybear"
Funk and disco,Let's Groove,Earth Wind & Fire,Greatest Hits
Funk and disco,Love Has Fallen on Me,Chaka Khan,Chaka
Funk and disco,Shining Star,Earth Wind & Fire,Greatest Hits
Funk and disco,September,Earth Wind & Fire,Greatest Hits
Funk and disco,I'm Every Woman,Chaka Khan,Chaka
Funk and disco,Pass It On (A Sure Thing) (Pasa lo esta seguro),Chaka Khan,Chaka Khan
Glam/art rock,Baby's On Fire,Brian Eno,Here Come the Warm Jets 
Glam/art rock,Cindy Tells Me,Brian Eno,Here Come the Warm Jets 
Glam/art rock,Jeepster,T. Rex,T. Rex The Essential Collection [Disc 1]
Glam/art rock,Metal Guru,T. Rex,T. Rex The Essential Collection [Disc 1]
Glam/art rock,Solid Gold Easy Action,T. Rex,T. Rex The Essential Collection [Disc 1]
Glam/art rock,Telegram Sam,T. Rex,T. Rex The Essential Collection [Disc 2]
Glam/art rock,20th Century Boy,T. Rex,T. Rex The Essential Collection [Disc 2]
Glam/art rock,The Groover,T. Rex,T. Rex The Essential Collection [Disc 2]
Glam/art rock,Children Of The Revolution,T. Rex,T. Rex The Essential Collection [Disc 3]
Hip Hop,Hip Hop Drunkies (feat. Ol' Dirty Bastard),Tha Alkaholiks,Likwidation
Hip Hop,The Woman With The Tattooed Hands,Atmosphere,Ford Two
Hip Hop,Stakes Is High,De La Soul,The Platinum Collection
Hip Hop,Oooh (Feat Redman),De La Soul,The Platinum Collection
Hip Hop,Born to Roll,Masta Ace Incorporated,Sittin' on Chrome
Hip Hop,San Francisco Knights,People Under The Stairs,The Next Step
Hip Hop,Acid Raindrops,People Under The Stairs,O.S.T.
Hip Hop,BIG BANK HANK [Main],Blue Scholars,Carved Love Riddim
Hip Hop,Montego Bay,People Under The Stairs,O.S.T.
Hip Hop,North By Northwest,Blue Scholars,Bayani Redux
Hip Hop,The Long March,Blue Scholars,The Long March EP
Hip Hop,Can I Kick It?,A Tribe Called Quest,Anthology
Hip Hop,America Loves Gangsters,Cunninlynguists,A Piece of Strange
Hip Hop,The Day (Feat. Mos Def & Jay Electronica),Curren$y,Pilot Talk
Hip Hop,Embrace The Martian (Feat. KiD CuDi),KiD CuDi,Plain Pat & Emile Presents a KiD named CuDi
Hip Hop,Rosa Parks,OutKast,Aquemini
Hip Hop,Planet Rock,Afrika Bambaataa & Soulsonic Force,Planet Rock
Hip Hop,Ain't No Half-Steppin',Big Daddy Kane,Long Live the Kane
Hip Hop,The Choice Is Yours (Revisited),Black Sheep,A Wolf in Sheep's Clothing
Hip Hop,Tha Crossroads,Bone Thugs-n-Harmony,Greatest Hits (Disc 1)
Hip Hop,Word Is Bond,Brand Nubian,Everything Is Everything
Hip Hop,Testify,Common,Be
Hip Hop,Go (ft. Kanye West),Common,Be
Hip Hop,Resurrection,Common,Resurrection
Hip Hop,Money Folder (Offical Remix),MF Doom,The Very Best of MF Doom [CD2]
Hip Hop,Rhinestone Cowboy,Madvillain,Madvillainy
Hip Hop,Benzie Box (feat. Cee-Lo),DANGERDOOM,The Mouse and the Mask
Hip Hop,Cock Mobster,MC Paul Barman,Paullelujah!
Hip Hop,Hot Guacamole feat. MC Paul Barman,MF Doom,The Very Best of MF Doom BONUS [CD3]
Hip Hop,Thieves in the Night,Black Star,Black Star
Hip Hop,Old School (feat. Talib Kweli),DANGERDOOM,The Mouse and the Mask
Hip Hop,The Truth (feat. Common & Talib Kweli),Pharoahe Monch,Internal Affairs
Hip Hop,Best Of Times (feat. Phonte),Strong Arm Steady,In Search Of Stoney Jackson
Hip Hop,Chittlins & Pepsi (feat. Planet Asia),Strong Arm Steady,In Search Of Stoney Jackson
Hip Hop,Get By,Talib Kweli,Quality
Hip Hop,Listen!!!,Talib Kweli,Ear Drum
Hip Hop,Cold Rain (Prod. by Ski Beatz),Talib Kweli,Gutter Rainbows
Hip Hop,The Opening Title Sequence,Wale,Mixtape About Nothing
Hip Hop,The Soup,Wale,More About Nothing
Hip Hop,Superfast Jellyfish (feat.Gruff Rhys and De La Soul),Gorillaz,Plastic Beach
Hip Hop,November Has Come feat. MF Doom,Gorillaz,Demon Days
Hip Hop,Clint Eastwood (Phi Life Cypher),Gorillaz,G-Sides
Hip Hop,Just a Friend,Biz Markie,"Tommy Boy Presents: Hip Hop Essentials, Volume 6 (1979-1991)"
Hip Hop,You Gots to Chill,EPMD,Strictly Business
Hip Hop,Paid in Full,Eric B. & Rakim,Paid in Full
Hip Hop,Shadowboxin',GZA/Genius,Liquid Swords
Hip Hop,AmeriKKKa's Most Wanted,Ice Cube,AmeriKKKa's Most Wanted
Hip Hop,Can I Live,J. Cole,The Warm Up
Hip Hop,Diamonds From Sierra Leone (Bonus Track),Kanye West,Late Registration
Hip Hop,Express Yourself,N.W.A.,The Best of N.W.A: The Strength of Street Knowledge
Hip Hop,One Mic,Nas,Stillmatic
Hip Hop,Aquemini,OutKast,Aquemini
Hip Hop,Ms. Jackson,OutKast,Stankonia
Hip Hop,Simon Says,Pharoahe Monch,Internal Affairs
Hip Hop,Touch Me,Spank Rock,YoYoYoYoYo
Hip Hop,Definition Of A Thug Nigga,2Pac,The Best Of 2pac-Part II Life
Hip Hop,Puppets,Atmosphere,"When Life Gives You Lemons, You Paint That Shit Gold"
Hip Hop,Yesterday,Atmosphere,"When Life Gives You Lemons, You Paint That Shit Gold"
Hip Hop,Ghetto Pop Life (Intro),Danger Mouse & Jemini,Ghetto Pop Life
Hip Hop,"Nuthin' but a ""G"" Thang",Dr. Dre,The Chronic
Hip Hop,The Next Episode,Dr. Dre,2001: Instrumentals
Hip Hop,Mass Appeal,Gang Starr,Hip Hop Forever III
Hip Hop,Concrete Schoolyard,Jurassic 5,The History of Hip-Hop (disc 3)
Hip Hop,What's Hardcore?,K'naan,The Dusty Foot Philosopher
Hip Hop,The Coolest,Lupe Fiasco,The Cool
Hip Hop,Nas Is Like,Nas,I Am...
Hip Hop,Country Grammar,Nelly,Country Grammar
Hip Hop,ATLiens,OutKast,ATLiens
Hip Hop,Roses,OutKast,The Love Below
Hip Hop,The Way You Move,OutKast,Speakerboxxx
Hip Hop,Drop,The Pharcyde,Cydeways: The Best of the Pharcyde
Hip Hop,Passing Me By,The Pharcyde,Hip Hop Forever III
Hip Hop,It Was Supposed to Be So Easy,The Streets,A Grand Don't Come for Free
Hip Hop,Babies With Guns,Aesop Rock,Bazooka Tooth Disc 1
Hip Hop,Battery,Aesop Rock,Labor Days
Hip Hop,Chief Rocka,Lords of the Underground,Here Come the Lords
Hip Hop,Children's Story,Slick Rick,The Great Adventures of Slick Rick
Hip Hop,Fuel Injected,Swollen Members,Bad Dreams
Hip Hop,Changes,2Pac,Bravo: The Hits '99 (disc 1)
Hip Hop,Runaway (Ft. Pusha T),Kanye West,My Beautiful Dark Twisted Fantasy
Hip Hop,Positive Contact,Deltron 3030,Deltron 3030
Hip Hop,Mistadobalina,Del the Funky Homosapien,I Wish My Brother George Was Here
Hip Hop,Gold and a Pager,The Cool Kids,The Bake Sale
Hip Hop,A Little Bit Cooler,The Cool Kids,The Bake Sale
Hip Hop,Going Camping (Prod. Chuck Inglish),The Cool Kids,Tacklebox
Hip Hop,Imaginary Places,Busdriver,Temporary Forever
Hip Hop,Rappin' and Rocking the House,Funky 4 + 1,Rappin' and Rocking the House
Hip Hop,Start From Scratch (feat. Marsha Ambrosius),The Game,The Documentary
Hip Hop,The Militia (feat. Big Shug & Freddie Foxxx),Gang Starr,Full Clip: A Decade of Gang Starr (disc 1)
Hip Hop,All That I Got Is You (feat. Mary J. Blige),Ghostface Killah,Ironman
Hip Hop,One,Ghostface Killah,Supreme Clientele
Hip Hop,Kill Niggaz,Slick Rick,The Art of Storytelling
Hip Hop,Street Talkin' (feat. OutKast),Slick Rick,The Art of Storytelling
Hip Hop,The One,J Sands,Mrs. Sands: A Love Story
Hip Hop,Clay,Atmosphere,Overcast!
Hip Hop,Shutterbugg (Ft. Cutty),Big Boi,Sir Lucious Left Foot: The Son Of Chico Dusty
Hip Hop,Tangerine (Ft. T.I. & Khujo),Big Boi,Sir Lucious Left Foot: The Son Of Chico Dusty
Hip Hop,Follow Us (Ft. Vonnegutt),Big Boi,Sir Lucious Left Foot: The Son Of Chico Dusty
Hip Hop,YGM,Atmosphere,Strictly Leakage
Hip Hop,Clever Hip Hop,Awol One & Slug,Nightcaps
Hip Hop,Flashback On This,Awol One & Slug,Nightcaps
Hip Hop,Rather Unique,AZ,Doe or Die
Hip Hop,Next Level (Nyte Time Mix),Showbiz & A.G.,Goodfellas
Hip Hop,Yehaw Partystyles,People Under The Stairs,Question In The Form Of An Answer
Hip Hop,Ill Vibe (feat. Q-Tip),Busta Rhymes,The Coming
Hip Hop,The Cubbster,Chubb Rock,The One
Hip Hop,Whatcha Got,Brother Ali,The Undisputed Truth
Hip Hop,The Candle,Deep Puddle Dynamics,The Taste Of Rain... Why Kneel
Hip Hop,I Am Hip-Hop,Deep Puddle Dynamics,The Taste Of Rain... Why Kneel
Hip Hop,No Church in the Wild (feat. Frank Ocean),Jay-Z and Kanye West,Watch the Throne (Deluxe Version)
Hip Hop,New Day,Jay-Z and Kanye West,Watch the Throne (Deluxe Version)
Hip Hop,That's My Bitch,Jay-Z and Kanye West,Watch the Throne (Deluxe Version)
Hip Hop,Welcome to the Jungle,Jay-Z and Kanye West,Watch the Throne (Deluxe Version)
Hip Hop,Power,Kanye West,My Beautiful Dark Twisted Fantasy
Hip Hop,All Of The Lights,Kanye West,My Beautiful Dark Twisted Fantasy
Hip Hop,"Monster (Ft. Jay-Z, Rick Ross, Nicki Minaj & Justin Vernon)",Kanye West,My Beautiful Dark Twisted Fantasy
Hip Hop,Devil In A New Dress (Ft. Rick Ross),Kanye West,My Beautiful Dark Twisted Fantasy
Hip Hop,Lost In The World (Ft. Justin Vernon),Kanye West,My Beautiful Dark Twisted Fantasy
Hip Hop,Make Some Noise,Beastie Boys,Hot Sauce Committee Part Two
Hip Hop,Too Many Rappers (ft. Nas),Beastie Boys,Hot Sauce Committee Part Two
Hip Hop,Cell Therapy,Goodie Mob,Soul Food
Hip Hop,The Day After (feat. Roni),Goodie Mob,Soul Food
Hip Hop,Gutta Butta,Goodie Mob,Still Standing
Hip Hop,Lyrics of Fury,Eric B. & Rakim,Follow the Leader
Hip Hop,Chain Swang,Goodie Mob,World Party
Hip Hop,Steet Corner (feat. Backbone),Goodie Mob,World Party
Hip Hop,Anything Is Everything,Dynospectrum,Dynospectrum
Hip Hop,Track 16,J Dilla,3 Beat Tapes
Hip Hop,Rock Co.Kane Flow (feat. MF Doom),Amerigo Gazaway of Gummy Soul,Fela Soul
Hip Hop,2nd Round K.O.,Canibus,Lost Lyrics
Hip Hop,Get Lifted,Keith Murray,The Most Beautifullest Thing in This World
Hip Hop,Uptown Anthem,Naughty by Nature,Naughty's Nicest
Hip Hop,Throw Your Hands Up,Eightball & MJG,In Our Lifetime
Hip Hop,Dirty Girl,Felt,A Tribute To Lisa Bonet
Hip Hop,The Message,Grandmaster Flash & The Furious Five,"Message From Beat Street: The Best of Grandmaster Flash, Melle Mel & The Furious Five"
Hip Hop,Dial 7 (Axioms Of Creamy Spies),Digable Planets,Blowout Comb
Hip Hop,9th Wonder (Blackitolism),Digable Planets,Blowout Comb
Hip Hop,Where I'm From,Digable Planets,Reachin (A New Refutation Of Time And Space)
Hip Hop,Rebirth Of Slick (Cool Like Dat),Digable Planets,Reachin (A New Refutation Of Time And Space)
Hip Hop,Nickel Bags,Digable Planets,Reachin (A New Refutation Of Time And Space)
Hip Hop,My God,Pusha T,Fear of God
Hip Hop,Feeling Myself (feat. Kevin Kc Cossom),Pusha T,Fear Of God (Official Mixtape)
Hip Hop,Hustlaz Song,Lupe Fiasco,Food & Liquor [Bootleg]
Hip Hop,The Red,Jaylib,Champion Sound
Hip Hop,Royalty (feat. K-Ci & JoJo),Gang Starr,Full Clip: A Decade of Gang Starr (disc 1)
Hip Hop,Step in the Arena,Gang Starr,Full Clip: A Decade of Gang Starr (disc 2)
Hip Hop,Lefleur Leflah Eshkoshka (feat. O.G.C.),Heltah Skeltah,Nocturnal
Hip Hop,Why Is That?,KRS-One,A Retrospective
Hip Hop,Poe Mans Dreams (feat. GLC),Kendrick Lamar,Section.80
Hip Hop,Ooh (feat. Redman),Amerigo Gazaway of Gummy Soul,Fela Soul
Hip Hop,Modern Marvel,Mos Def,The New Danger
Hip Hop,The Message,Nas,It Was Written
Hip Hop,Funky for You,Nice & Smooth,Nice & Smooth
Hip Hop,The Message,Jaylib,The Rough Drafts (11-02)
Hip Hop,The Heist,Jaylib,Champion Sound
Hip Hop,Southside (Ft. Ashanti),Lloyd,Southside
Hip Hop,Back to Back Rhyming,Lord Finesse & DJ Mike Smooth,Funky Technician
Hip Hop,"The Symphony (feat. Master Ace, Craig G, Kool G. Rap & Big Daddy Kane)",Marley Marl,"In Control, Volume 1"
Hip Hop,Interview With a Vampire (feat. God & Satan),Ras Kass,Rasassination
Hip Hop,Interview With a Vampire (feat. God & Satan),Ras Kass,Rasassination
Hip Hop,Liquorice,Azealia Banks,Unreleased
Hip Hop,Everything I Love the Most,Yelawolf,Radioactive (Deluxe Version)
Hip Hop,Radio,Yelawolf,Radioactive (Deluxe Version)
Hip Hop,The Old Prince Still Lives At Home,Shad,The Old Prince
Hip Hop,Take Care (Feat. Rihanna),Drake,Take Care (Deluxe Edition)
Hip Hop,Lord Knows (Feat. Rick Ross),Drake,Take Care (Deluxe Edition)
Hip Hop,The Real Her (Feat. Lil Wayne & André 3000),Drake,Take Care (Deluxe Edition)
Hip Hop,War on Words,Spoek Mathambo,Mshini Wam (Promo)
Hip Hop,lovePEOPLEnotPLACES,MC Paul Barman,MC Paul Barman Unreleased
Hip Hop,Back to the Grill,MC Serch,Return of the Product
Hip Hop,Ante Up,M.O.P.,"Special Blends, Volumes 1 & 2 (disc 1: Volume 1)"
Hip Hop,Blink,Blue Scholars,Blue Scholars
Hip Hop,Purple Swag: Chapter 2 (Feat. Spaceghost Purrp & ASAP Nast),ASAP Rocky,LiveLoveA$AP
Hip Hop,"Shut Up, Man (Feat. El-P)",Das Racist,Relax
